Abnodation,(n.),The act of cutting away the knots of trees.
Abnormal,(a.),Not conformed to rule or system; deviating from the type; anomalous; irregular.
Abnormalities,(pl. ),of Abnormality
Abnormality,(n.),The state or quality of being abnormal; variation; irregularity.
Abnormality,(n.),Something abnormal.
Abnormally,(adv.),In an abnormal manner; irregularly.
Abnormities,(pl. ),of Abnormity
Abnormity,(n.),Departure from the ordinary type; irregularity; monstrosity.
Abnormous,(a.),Abnormal; irregular.
Aboard,(adv.),"On board; into or within a ship or boat; hence, into or within a railway car."
Aboard,(adv.),"Alongside; as, close aboard."
Aboard,(prep.),"On board of; as, to go aboard a ship."
Aboard,(prep.),Across; athwart.
Abodance,(n.),An omen; a portending.
Abode,(),pret. of Abide.
Abode,(n.),Act of waiting; delay.
Abode,(n.),Stay or continuance in a place; sojourn.
Abode,(n.),"Place of continuance, or where one dwells; abiding place; residence; a dwelling; a habitation."
Abode,(v. t.),An omen.
Abode,(v. t.),To bode; to foreshow.
Abode,(v. i.),To be ominous.
Abodement,(n.),A foreboding; an omen.
Aboding,(n.),A foreboding.
Abolished,(imp. & p. p.),of Abolish
Abolishing,(p. pr. & vb. n.),of Abolish
Abolish,(v. t.),"To do away with wholly; to annul; to make void; -- said of laws, customs, institutions, governments, etc.; as, to abolish slavery, to abolish folly."
Abolish,(v. t.),"To put an end to, or destroy, as a physical objects; to wipe out."
Abolishable,(a.),Capable of being abolished.
Abolisher,(n.),One who abolishes.
Abolishment,(n.),The act of abolishing; abolition; destruction.
Abolition,(n.),"The act of abolishing, or the state of being abolished; an annulling; abrogation; utter destruction; as, the abolition of slavery or the slave trade; the abolition of laws, decrees, ordinances, customs, taxes, debts, etc."
Abolitionism,(n.),The principles or measures of abolitionists.
Abolitionist,(n.),"A person who favors the abolition of any institution, especially negro slavery."
Abolitionize,(v. t.),To imbue with the principles of abolitionism.
Aboma,(n.),A large South American serpent (Boa aboma).
Abomasum,(n.),Alt. of Abomasus
Abomasus,(n.),"The fourth or digestive stomach of a ruminant, which leads from the third stomach omasum. See Ruminantia."
Abominable,(a.),"Worthy of, or causing, abhorrence, as a thing of evil omen; odious in the utmost degree; very hateful; detestable; loathsome; execrable."
Abominable,(a.),Excessive; large; -- used as an intensive.
Abominableness,(n.),The quality or state of being abominable; odiousness.
Abominably,(adv.),In an abominable manner; very odiously; detestably.
Abominated,(imp. & p. p.),of Abominate
Abominating,(p. pr. & vb. n.),of Abominate
Abominate,(v. t.),"To turn from as ill-omened; to hate in the highest degree, as if with religious dread; loathe; as, to abominate all impiety."
Abomination,(n.),"The feeling of extreme disgust and hatred; abhorrence; detestation; loathing; as, he holds tobacco in abomination."
Abomination,(n.),"That which is abominable; anything hateful, wicked, or shamefully vile; an object or state that excites disgust and hatred; a hateful or shameful vice; pollution."
Abomination,(n.),A cause of pollution or wickedness.
Aboon,(prep.),and adv. Above.
Aboral,(a.),"Situated opposite to, or away from, the mouth."
Abord,(n.),Manner of approaching or accosting; address.
Abord,(v. t.),To approach; to accost.
Aboriginal,(a.),"First; original; indigenous; primitive; native; as, the aboriginal tribes of America."
Aboriginal,(a.),"Of or pertaining to aborigines; as, a Hindoo of aboriginal blood."
Aboriginal,(n.),An original inhabitant of any land; one of the aborigines.
Aboriginal,(n.),An animal or a plant native to the region.
Aboriginality,(n.),The quality of being aboriginal.
Aboriginally,(adv.),Primarily.
Aborigines,(n. pl.),The earliest known inhabitants of a country; native races.
Aborigines,(n. pl.),The original fauna and flora of a geographical area
Aborsement,(n.),Abortment; abortion.
Aborsive,(a.),Abortive.
Abort,(v. i.),To miscarry; to bring forth young prematurely.
Abort,(v. i.),"To become checked in normal development, so as either to remain rudimentary or shrink away wholly; to become sterile."
Abort,(n.),An untimely birth.
Abort,(n.),An aborted offspring.
Aborted,(a.),Brought forth prematurely.
Aborted,(a.),"Rendered abortive or sterile; undeveloped; checked in normal development at a very early stage; as, spines are aborted branches."
Aborticide,(n.),The act of destroying a fetus in the womb; feticide.
Abortifacient,(v.),Producing miscarriage.
Abortifacient,(n.),A drug or an agent that causes premature delivery.
Abortion,(n.),"The act of giving premature birth; particularly, the expulsion of the human fetus prematurely, or before it is capable of sustaining life; miscarriage."
Abortion,(n.),The immature product of an untimely birth.
Abortion,(n.),"Arrest of development of any organ, so that it remains an imperfect formation or is absorbed."
Abortion,(n.),"Any fruit or produce that does not come to maturity, or anything which in its progress, before it is matured or perfect; a complete failure; as, his attempt proved an abortion."
Abortional,(a.),Pertaining to abortion; miscarrying; abortive.
Abortionist,(n.),One who procures abortion or miscarriage.
Abortive,(v.),"Produced by abortion; born prematurely; as, an abortive child."
Abortive,(v.),"Made from the skin of a still-born animal; as, abortive vellum."
Abortive,(v.),Rendering fruitless or ineffectual.
Abortive,(v.),"Coming to naught; failing in its effect; miscarrying; fruitless; unsuccessful; as, an abortive attempt."
Abortive,(v.),"Imperfectly formed or developed; rudimentary; sterile; as, an abortive organ, stamen, ovule, etc."
Abortive,(v.),"Causing abortion; as, abortive medicines."
Abortive,(v.),"Cutting short; as, abortive treatment of typhoid fever."
Abortive,(n.),That which is born or brought forth prematurely; an abortion.
Abortive,(n.),A fruitless effort or issue.
Abortive,(n.),A medicine to which is attributed the property of causing abortion.
Abortively,(adv.),In an abortive or untimely manner; immaturely; fruitlessly.
Abortiveness,(n.),The quality of being abortive.
Abortment,(n.),Abortion.
Abought,(),imp. & p. p. of Aby.
Abounded,(imp. & p. p.),of Abound
Abounding,(p. pr. & vb. n.),of Abound
Abound,(v. i.),To be in great plenty; to be very prevalent; to be plentiful.
Abound,(v. i.),To be copiously supplied; -- followed by in or with.
About,(prep.),Around; all round; on every side of.
About,(prep.),"In the immediate neighborhood of; in contiguity or proximity to; near, as to place; by or on (one's person)."
About,(prep.),Over or upon different parts of; through or over in various directions; here and there in; to and fro in; throughout.
About,(prep.),"Near; not far from; -- determining approximately time, size, quantity."
About,(prep.),In concern with; engaged in; intent on.
About,(prep.),On the point or verge of; going; in act of.
About,(prep.),Concerning; with regard to; on account of; touching.
About,(adv.),On all sides; around.
About,(adv.),"In circuit; circularly; by a circuitous way; around the outside; as, a mile about, and a third of a mile across."
About,(adv.),Here and there; around; in one place and another.
About,(adv.),"Nearly; approximately; with close correspondence, in quality, manner, degree, etc.; as, about as cold; about as high; -- also of quantity, number, time."
About,(adv.),"To a reserved position; half round; in the opposite direction; on the opposite tack; as, to face about; to turn one's self about."
About-sledge,(n.),The largest hammer used by smiths.
Above,(prep.),In or to a higher place; higher than; on or over the upper surface; over; -- opposed to below or beneath.
Above,(prep.),"Figuratively, higher than; superior to in any respect; surpassing; beyond; higher in measure or degree than; as, things above comprehension; above mean actions; conduct above reproach."
Above,(prep.),"Surpassing in number or quantity; more than; as, above a hundred. (Passing into the adverbial sense. See Above, adv., 4.)"
Above,(adv.),"In a higher place; overhead; into or from heaven; as, the clouds above."
Above,(adv.),"Earlier in order; higher in the same page; hence, in a foregoing page."
Above,(adv.),"Higher in rank or power; as, he appealed to the court above."
Above,(adv.),"More than; as, above five hundred were present."
Aboveboard,(adv.),"Above the board or table. Hence: in open sight; without trick, concealment, or deception."
Above-cited,(a.),"Cited before, in the preceding part of a book or writing."
Abovedeck,(a.),"On deck; and hence, like aboveboard, without artifice."
Above-mentioned,(a.),Alt. of Above-named
Above-named,(a.),Mentioned or named before; aforesaid.
Abovesaid,(a.),Mentioned or recited before.
Abox,(adv. & a.),Braced aback.
Abracadabra,(n.),A mystical word or collocation of letters written as in the figure. Worn on an amulet it was supposed to ward off fever. At present the word is used chiefly in jest to denote something without meaning; jargon.
Abradant,(n.),"A material used for grinding, as emery, sand, powdered glass, etc."
Abraded,(imp. & p. p.),of Abrade
Abrading,(p. pr. & vb. n.),of Abrade
Abrade,(v. t.),"To rub or wear off; to waste or wear away by friction; as, to abrade rocks."
Abrade,(v. t.),Same as Abraid.
Abrahamic,(a.),"Pertaining to Abraham, the patriarch; as, the Abrachamic covenant."
Abrahamitic,(a.),Alt. of ical
ical,(a.),Relating to the patriarch Abraham.
Abraham-man,(n.),Alt. of Abram-man
Abram-man,(n.),"One of a set of vagabonds who formerly roamed through England, feigning lunacy for the sake of obtaining alms."
Abraid,(v. t. & i.),"To awake; to arouse; to stir or start up; also, to shout out."
Abranchial,(a.),Abranchiate.
Abranchiata,(n. pl.),"A group of annelids, so called because the species composing it have no special organs of respiration."
Abranchiate,(a.),Without gills.
Abrase,(a.),Rubbed smooth.
Abrasion,(n.),"The act of abrading, wearing, or rubbing off; the wearing away by friction; as, the abrasion of coins."
Abrasion,(n.),The substance rubbed off.
Abrasion,(n.),"A superficial excoriation, with loss of substance under the form of small shreds."
Abrasive,(a.),Producing abrasion.
Abraum,(n.),Alt. of Abraum salts
Abraum salts,(n.),A red ocher used to darken mahogany and for making chloride of potassium.
Abraxas,(n.),"A mystical word used as a charm and engraved on gems among the ancients; also, a gem stone thus engraved."
Abray,(v.),See Abraid.
Abreast,(adv.),"Side by side, with breasts in a line; as, Two men could hardly walk abreast."
Abreast,(adv.),"Side by side; also, opposite; over against; on a line with the vessel's beam; -- with of."
Abreast,(adv.),"Up to a certain level or line; equally advanced; as, to keep abreast of [or with] the present state of science."
Abreast,(adv.),At the same time; simultaneously.
Abregge,(v. t.),See Abridge.
Abrenounce,(v. t.),To renounce.
Abrenunciation,(n.),Absolute renunciation or repudiation.
Abreption,(n.),A snatching away.
Abreuvoir,(n.),"The joint or interstice between stones, to be filled with mortar."
Abricock,(n.),See Apricot.
Abridged,(imp. & p. p.),of Abridge
Abridging,(p. pr. & vb. n.),of Abridge
Abridge,(v. t.),"To make shorter; to shorten in duration; to lessen; to diminish; to curtail; as, to abridge labor; to abridge power or rights."
Abridge,(v. t.),"To shorten or contract by using fewer words, yet retaining the sense; to epitomize; to condense; as, to abridge a history or dictionary."
Abridge,(v. t.),"To deprive; to cut off; -- followed by of, and formerly by from; as, to abridge one of his rights."
Abridger,(n.),One who abridges.
Abridgment,(n.),"The act of abridging, or the state of being abridged; diminution; lessening; reduction or deprivation; as, an abridgment of pleasures or of expenses."
Abridgment,(n.),"An epitome or compend, as of a book; a shortened or abridged form; an abbreviation."
Abridgment,(n.),"That which abridges or cuts short; hence, an entertainment that makes the time pass quickly."
Abroach,(v. t.),"To set abroach; to let out, as liquor; to broach; to tap."
Abroach,(adv.),"Broached; in a condition for letting out or yielding liquor, as a cask which is tapped."
Abroach,(adv.),Hence: In a state to be diffused or propagated; afoot; astir.
Abroad,(adv.),"At large; widely; broadly; over a wide space; as, a tree spreads its branches abroad."
Abroad,(adv.),"Without a certain confine; outside the house; away from one's abode; as, to walk abroad."
Abroad,(adv.),"Beyond the bounds of a country; in foreign countries; as, we have broils at home and enemies abroad."
Abroad,(adv.),Before the public at large; throughout society or the world; here and there; widely.
Abrogable,(a.),Capable of being abrogated.
Abrogate,(a.),Abrogated; abolished.
Abrogated,(imp. & p. p.),of Abrogate
Abrogating,(p. pr. & vb. n.),of Abrogate
Abrogate,(v. t.),"To annul by an authoritative act; to abolish by the authority of the maker or his successor; to repeal; -- applied to the repeal of laws, decrees, ordinances, the abolition of customs, etc."
Abrogate,(v. t.),To put an end to; to do away with.
Abrogation,(n.),The act of abrogating; repeal by authority.
Abrogative,(a.),"Tending or designed to abrogate; as, an abrogative law."
Abrogator,(n.),One who repeals by authority.
Abrood,(adv.),In the act of brooding.
Abrook,(v. t.),To brook; to endure.
Abrupt,(a.),"Broken off; very steep, or craggy, as rocks, precipices, banks; precipitous; steep; as, abrupt places."
Abrupt,(a.),Without notice to prepare the mind for the event; sudden; hasty; unceremonious.
Abrupt,(a.),Having sudden transitions from one subject to another; unconnected.
Abrupt,(a.),"Suddenly terminating, as if cut off."
Abrupt,(n.),An abrupt place.
Abrupt,(v. t.),To tear off or asunder.
Abruption,(n.),A sudden breaking off; a violent separation of bodies.
Abruptly,(adv.),"In an abrupt manner; without giving notice, or without the usual forms; suddenly."
Abruptly,(adv.),Precipitously.
Abruptness,(n.),The state of being abrupt or broken; craggedness; ruggedness; steepness.
Abruptness,(n.),"Suddenness; unceremonious haste or vehemence; as, abruptness of style or manner."
Abscesses,(pl. ),of Abscess
Abscess,(n.),"A collection of pus or purulent matter in any tissue or organ of the body, the result of a morbid process."
Abscession,(n.),"A separating; removal; also, an abscess."
Abscind,(v. t.),To cut off.
Abscision,(n.),See Abscission.
Abscisses,(pl. ),of Absciss
Absciss,(n.),See Abscissa.
Abscissas,(pl. ),of Abscissa
Abscissae,(pl. ),of Abscissa
Abscissa,(n.),"One of the elements of reference by which a point, as of a curve, is referred to a system of fixed rectilineal coordinate axes."
Abscission,(n.),The act or process of cutting off.
Abscission,(n.),The state of being cut off.
Abscission,(n.),"A figure of speech employed when a speaker having begun to say a thing stops abruptly: thus, He is a man of so much honor and candor, and of such generosity -- but I need say no more."
Absconded,(imp. & p. p.),of Abscond
Absconding,(p. pr. & vb. n.),of Abscond
Abscond,(v. i.),"To hide, withdraw, or be concealed."
Abscond,(v. i.),"To depart clandestinely; to steal off and secrete one's self; -- used especially of persons who withdraw to avoid a legal process; as, an absconding debtor."
Abscond,(v. t.),To hide; to conceal.
Abscondence,(n.),Fugitive concealment; secret retirement; hiding.
Absconder,(n.),One who absconds.
Absence,(n.),A state of being absent or withdrawn from a place or from companionship; -- opposed to presence.
Absence,(n.),Want; destitution; withdrawal.
Absence,(n.),"Inattention to things present; abstraction (of mind); as, absence of mind."
Absent,(a.),Being away from a place; withdrawn from a place; not present.
Absent,(a.),"Not existing; lacking; as, the part was rudimental or absent."
Absent,(a.),"Inattentive to what is passing; absent-minded; preoccupied; as, an absent air."
Absented,(imp. & p. p.),of Absent
Absenting,(p. pr. & vb. n.),of Absent
Absent,(v. t.),To take or withdraw (one's self) to such a distance as to prevent intercourse; -- used with the reflexive pronoun.
Absent,(v. t.),To withhold from being present.
Absentaneous,(a.),Pertaining to absence.
Absentation,(n.),The act of absenting one's self.
Absentee,(n.),"One who absents himself from his country, office, post, or duty; especially, a landholder who lives in another country or district than that where his estate is situated; as, an Irish absentee."
Absenteeism,(n.),The state or practice of an absentee; esp. the practice of absenting one's self from the country or district where one's estate is situated.
Absenter,(n.),One who absents one's self.
Absently,(adv.),In an absent or abstracted manner.
Absentment,(n.),The state of being absent; withdrawal.
Absent-minded,(a.),Absent in mind; abstracted; preoccupied.
Absentness,(n.),The quality of being absent-minded.
Absey-book,(n.),An A-B-C book; a primer.
Absinthate,(n.),A combination of absinthic acid with a base or positive radical.
Absinth,(n.),Alt. of Absinthe
Absinthe,(n.),The plant absinthium or common wormwood.
Absinthe,(n.),A strong spirituous liqueur made from wormwood and brandy or alcohol.
Absinthial,(a.),Of or pertaining to wormwood; absinthian.
Absinthian,(n.),Of the nature of wormwood.
Absinthiate,(v. t.),To impregnate with wormwood.
Absinthiated,(a.),"Impregnated with wormwood; as, absinthiated wine."
Absinthic,(a.),Relating to the common wormwood or to an acid obtained from it.
Absinthin,(n.),The bitter principle of wormwood (Artemisia absinthium).
Absinthism,(n.),The condition of being poisoned by the excessive use of absinth.
Absinthium,(n.),"The common wormwood (Artemisia absinthium), an intensely bitter plant, used as a tonic and for making the oil of wormwood."
Absis,(n.),See Apsis.
Absist,(v. i.),To stand apart from; top leave off; to desist.
Absistence,(n.),A standing aloof.
Absolute,(a.),"Loosed from any limitation or condition; uncontrolled; unrestricted; unconditional; as, absolute authority, monarchy, sovereignty, an absolute promise or command; absolute power; an absolute monarch."
Absolute,(a.),"Complete in itself; perfect; consummate; faultless; as, absolute perfection; absolute beauty."
Absolute,(a.),"Viewed apart from modifying influences or without comparison with other objects; actual; real; -- opposed to relative and comparative; as, absolute motion; absolute time or space."
Absolute,(a.),"Loosed from, or unconnected by, dependence on any other being; self-existent; self-sufficing."
Absolute,(a.),Capable of being thought or conceived by itself alone; unconditioned; non-relative.
Absolute,(a.),Positive; clear; certain; not doubtful.
Absolute,(a.),Authoritative; peremptory.
Absolute,(a.),"Pure; unmixed; as, absolute alcohol."
Absolute,(a.),"Not immediately dependent on the other parts of the sentence in government; as, the case absolute. See Ablative absolute, under Ablative."
Absolute,(n.),"In a plane, the two imaginary circular points at infinity; in space of three dimensions, the imaginary circle at infinity."
Absolutely,(adv.),"In an absolute, independent, or unconditional manner; wholly; positively."
Absoluteness,(n.),The quality of being absolute; independence of everything extraneous; unlimitedness; absolute power; independent reality; positiveness.
Absolution,(n.),"An absolving, or setting free from guilt, sin, or penalty; forgiveness of an offense."
Absolution,(n.),"An acquittal, or sentence of a judge declaring and accused person innocent."
Absolution,(n.),"The exercise of priestly jurisdiction in the sacrament of penance, by which Catholics believe the sins of the truly penitent are forgiven."
Absolution,(n.),"An absolving from ecclesiastical penalties, -- for example, excommunication."
Absolution,(n.),The form of words by which a penitent is absolved.
Absolution,(n.),"Delivery, in speech."
Absolutism,(n.),The state of being absolute; the system or doctrine of the absolute; the principles or practice of absolute or arbitrary government; despotism.
Absolutism,(n.),Doctrine of absolute decrees.
Absolutist,(n.),One who is in favor of an absolute or autocratic government.
Absolutist,(n.),One who believes that it is possible to realize a cognition or concept of the absolute.
Absolutist,(a.),"Of or pertaining to absolutism; arbitrary; despotic; as, absolutist principles."
Absolutistic,(a.),Pertaining to absolutism; absolutist.
Absolutory,(a.),Serving to absolve; absolving.
Absolvable,(a.),That may be absolved.
Absolvatory,(a.),Conferring absolution; absolutory.
Absolved,(imp. & p. p.),of Absolve
Absolving,(p. pr. & vb. n.),of Absolve
Absolve,(v. t.),"To set free, or release, as from some obligation, debt, or responsibility, or from the consequences of guilt or such ties as it would be sin or guilt to violate; to pronounce free; as, to absolve a subject from his allegiance; to absolve an offender, which amounts to an acquittal and remission of his punishment."
Absolve,(v. t.),To free from a penalty; to pardon; to remit (a sin); -- said of the sin or guilt.
Absolve,(v. t.),To finish; to accomplish.
Absolve,(v. t.),To resolve or explain.
Absolvent,(a.),Absolving.
Absolvent,(n.),An absolver.
Absolver,(n.),One who absolves.
Absonant,(a.),Discordant; contrary; -- opposed to consonant.
Absonous,(a.),Discordant; inharmonious; incongruous.
Absorbed,(imp. & p. p.),of Absorb
Absorbing,(p. pr. & vb. n.),of Absorb
Absorb,(v. t.),To swallow up; to engulf; to overwhelm; to cause to disappear as if by swallowing up; to use up; to include.
Absorb,(v. t.),To suck up; to drink in; to imbibe; as a sponge or as the lacteals of the body.
Absorb,(v. t.),"To engross or engage wholly; to occupy fully; as, absorbed in study or the pursuit of wealth."
Absorb,(v. t.),"To take up by cohesive, chemical, or any molecular action, as when charcoal absorbs gases. So heat, light, and electricity are absorbed or taken up in the substances into which they pass."
Absorbability,(n.),The state or quality of being absorbable.
Absorbable,(a.),Capable of being absorbed or swallowed up.
Absorbedly,(adv.),In a manner as if wholly engrossed or engaged.
Absorbency,(n.),Absorptiveness.
Absorbent,(a.),Absorbing; swallowing; absorptive.
Absorbent,(n.),Anything which absorbs.
Absorbent,(n.),"Any substance which absorbs and neutralizes acid fluid in the stomach and bowels, as magnesia, chalk, etc.; also a substance e. g., iodine) which acts on the absorbent vessels so as to reduce enlarged and indurated parts."
Absorbent,(n.),"The vessels by which the processes of absorption are carried on, as the lymphatics in animals, the extremities of the roots in plants."
Absorber,(n.),"One who, or that which, absorbs."
Absorbing,(a.),"Swallowing, engrossing; as, an absorbing pursuit."
Absorbition,(n.),Absorption.
Absorpt,(a.),Absorbed.
Absorption,(n.),"The act or process of absorbing or sucking in anything, or of being absorbed and made to disappear; as, the absorption of bodies in a whirlpool, the absorption of a smaller tribe into a larger."
Absorption,(n.),"An imbibing or reception by molecular or chemical action; as, the absorption of light, heat, electricity, etc."
Absorption,(n.),"In living organisms, the process by which the materials of growth and nutrition are absorbed and conveyed to the tissues and organs."
Absorption,(n.),"Entire engrossment or occupation of the mind; as, absorption in some employment."
Absorptive,(a.),"Having power, capacity, or tendency to absorb or imbibe."
Absorptiveness,(n.),The quality of being absorptive; absorptive power.
Absorptivity,(n.),Absorptiveness.
Absquatulate,(v. i.),To take one's self off; to decamp.
Absque hoc,(),"The technical words of denial used in traversing what has been alleged, and is repeated."
Abstained,(imp. & p. p.),of Abstain
Abstaining,(p. pr. & vb. n.),of Abstain
Abstain,(v. i.),"To hold one's self aloof; to forbear or refrain voluntarily, and especially from an indulgence of the passions or appetites; -- with from."
Abstain,(v. t.),To hinder; to withhold.
Abstainer,(n.),"One who abstains; esp., one who abstains from the use of intoxicating liquors."
Abstemious,(a.),Abstaining from wine.
Abstemious,(a.),Sparing in diet; refraining from a free use of food and strong drinks; temperate; abstinent; sparing in the indulgence of the appetite or passions.
Abstemious,(a.),"Sparingly used; used with temperance or moderation; as, an abstemious diet."
Abstemious,(a.),"Marked by, or spent in, abstinence; as, an abstemious life."
Abstemious,(a.),Promotive of abstemiousness.
Abstemiousness,(n.),"The quality of being abstemious, temperate, or sparing in the use of food and strong drinks. It expresses a greater degree of abstinence than temperance."
Abstention,(a.),The act of abstaining; a holding aloof.
Abstentious,(a.),Characterized by abstinence; self-restraining.
Absterge,(v. t.),"To make clean by wiping; to wipe away; to cleanse; hence, to purge."
Abstergent,(a.),"Serving to cleanse, detergent."
Abstergent,(n.),"A substance used in cleansing; a detergent; as, soap is an abstergent."
Absterse,(v. t.),To absterge; to cleanse; to purge away.
Abstersion,(n.),Act of wiping clean; a cleansing; a purging.
Abstersive,(a.),Cleansing; purging.
Abstersive,(n.),Something cleansing.
Abstersiveness,(n.),The quality of being abstersive.
Abstinence,(n.),"The act or practice of abstaining; voluntary forbearance of any action, especially the refraining from an indulgence of appetite, or from customary gratifications of animal or sensual propensities. Specifically, the practice of abstaining from intoxicating beverages, -- called also total abstinence."
Abstinence,(n.),"The practice of self-denial by depriving one's self of certain kinds of food or drink, especially of meat."
Abstinency,(n.),Abstinence.
Abstinent,(a.),"Refraining from indulgence, especially from the indulgence of appetite; abstemious; continent; temperate."
Abstinent,(n.),One who abstains.
Abstinent,(n.),One of a sect who appeared in France and Spain in the 3d century.
Abstinently,(adv.),With abstinence.
Abstorted,(a.),Wrested away.
Abstract,(a.),Withdraw; separate.
Abstract,(a.),"Considered apart from any application to a particular object; separated from matter; existing in the mind only; as, abstract truth, abstract numbers. Hence: ideal; abstruse; difficult."
Abstract,(a.),"Expressing a particular property of an object viewed apart from the other properties which constitute it; -- opposed to concrete; as, honesty is an abstract word."
Abstract,(a.),"Resulting from the mental faculty of abstraction; general as opposed to particular; as, reptile is an abstract or general name."
Abstract,(a.),Abstracted; absent in mind.
Abstracted,(imp. & p. p.),of Abstract
Abstracting,(p. pr. & vb. n.),of Abstract
Abstract,(a.),To withdraw; to separate; to take away.
Abstract,(a.),"To draw off in respect to interest or attention; as, his was wholly abstracted by other objects."
Abstract,(a.),"To separate, as ideas, by the operation of the mind; to consider by itself; to contemplate separately, as a quality or attribute."
Abstract,(a.),To epitomize; to abridge.
Abstract,(a.),"To take secretly or dishonestly; to purloin; as, to abstract goods from a parcel, or money from a till."
Abstract,(a.),"To separate, as the more volatile or soluble parts of a substance, by distillation or other chemical processes. In this sense extract is now more generally used."
Abstract,(v. t.),To perform the process of abstraction.
Abstract,(a.),"That which comprises or concentrates in itself the essential qualities of a larger thing or of several things. Specifically: A summary or an epitome, as of a treatise or book, or of a statement; a brief."
Abstract,(a.),"A state of separation from other things; as, to consider a subject in the abstract, or apart from other associated things."
Abstract,(a.),An abstract term.
Abstract,(a.),A powdered solid extract of a vegetable substance mixed with sugar of milk in such proportion that one part of the abstract represents two parts of the original substance.
Abstracted,(a.),Separated or disconnected; withdrawn; removed; apart.
Abstracted,(a.),Separated from matter; abstract; ideal.
Abstracted,(a.),Abstract; abstruse; difficult.
Abstracted,(a.),Inattentive to surrounding objects; absent in mind.
Abstractedly,(adv.),In an abstracted manner; separately; with absence of mind.
Abstractedness,(n.),The state of being abstracted; abstract character.
Abstracter,(n.),"One who abstracts, or makes an abstract."
Abstraction,(a.),"The act of abstracting, separating, or withdrawing, or the state of being withdrawn; withdrawal."
Abstraction,(a.),"The act process of leaving out of consideration one or more properties of a complex object so as to attend to others; analysis. Thus, when the mind considers the form of a tree by itself, or the color of the leaves as separate from their size or figure, the act is called abstraction. So, also, when it considers whiteness, softness, virtue, existence, as separate from any particular objects."
Abstraction,(a.),"An idea or notion of an abstract, or theoretical nature; as, to fight for mere abstractions."
Abstraction,(a.),"A separation from worldly objects; a recluse life; as, a hermit's abstraction."
Abstraction,(a.),Absence or absorption of mind; inattention to present objects.
Abstraction,(a.),The taking surreptitiously for one's own use part of the property of another; purloining.
Abstraction,(a.),A separation of volatile parts by the act of distillation.
Abstractional,(a.),Pertaining to abstraction.
Abstractionist,(n.),An idealist.
Abstractitious,(a.),Obtained from plants by distillation.
Abstractive,(a.),Having the power of abstracting; of an abstracting nature.
Abstractively,(adv.),In a abstract manner; separately; in or by itself.
Abstractiveness,(n.),The quality of being abstractive; abstractive property.
Abstractly,(adv.),"In an abstract state or manner; separately; absolutely; by itself; as, matter abstractly considered."
Abstractness,(n.),The quality of being abstract.
Abstringe,(v. t.),To unbind.
Abstrude,(v. t.),To thrust away.
Abstruse,(a.),Concealed or hidden out of the way.
Abstruse,(a.),"Remote from apprehension; difficult to be comprehended or understood; recondite; as, abstruse learning."
Abstrusely,(adv.),In an abstruse manner.
Abstruseness,(n.),The quality of being abstruse; difficulty of apprehension.
Abstrusion,(n.),The act of thrusting away.
Abstrusity,(n.),Abstruseness; that which is abstruse.
Absume,(v. t.),To consume gradually; to waste away.
Absumption,(n.),Act of wasting away; a consuming; extinction.
Absurd,(a.),"Contrary to reason or propriety; obviously and fiatly opposed to manifest truth; inconsistent with the plain dictates of common sense; logically contradictory; nonsensical; ridiculous; as, an absurd person, an absurd opinion; an absurd dream."
Absurd,(n.),An absurdity.
Absurdities,(pl. ),of Absurdity
Absurdity,(n.),"The quality of being absurd or inconsistent with obvious truth, reason, or sound judgment."
Absurdity,(n.),That which is absurd; an absurd action; a logical contradiction.
Absurdly,(adv.),In an absurd manner.
Absurdness,(n.),Absurdity.
Abuna,(n.),"The Patriarch, or head of the Abyssinian Church."
Abundance,(n.),"An overflowing fullness; ample sufficiency; great plenty; profusion; copious supply; superfluity; wealth: -- strictly applicable to quantity only, but sometimes used of number."
Abundant,(a.),"Fully sufficient; plentiful; in copious supply; -- followed by in, rarely by with."
Abundantly,(adv.),In a sufficient degree; fully; amply; plentifully; in large measure.
Aburst,(adv.),In a bursting condition.
Abusable,(a.),That may be abused.
Abusage,(n.),Abuse.
Abused,(imp. & p. p.),of Abuse
Abusing,(p. pr. & vb. n.),of Abuse
Abuse,(v. t.),"To put to a wrong use; to misapply; to misuse; to put to a bad use; to use for a wrong purpose or end; to pervert; as, to abuse inherited gold; to make an excessive use of; as, to abuse one's authority."
Abuse,(v. t.),"To use ill; to maltreat; to act injuriously to; to punish or to tax excessively; to hurt; as, to abuse prisoners, to abuse one's powers, one's patience."
Abuse,(v. t.),To revile; to reproach coarsely; to disparage.
Abuse,(v. t.),To dishonor.
Abuse,(v. t.),To violate; to ravish.
Abuse,(v. t.),To deceive; to impose on.
Abuse,(v. t.),"Improper treatment or use; application to a wrong or bad purpose; misuse; as, an abuse of our natural powers; an abuse of civil rights, or of privileges or advantages; an abuse of language."
Abuse,(v. t.),Physical ill treatment; injury.
Abuse,(v. t.),"A corrupt practice or custom; offense; crime; fault; as, the abuses in the civil service."
Abuse,(v. t.),"Vituperative words; coarse, insulting speech; abusive language; virulent condemnation; reviling."
Abuse,(v. t.),"Violation; rape; as, abuse of a female child."
Abuseful,(a.),Full of abuse; abusive.
Abuser,(n.),One who abuses [in the various senses of the verb].
Abusion,(v. t.),Evil or corrupt usage; abuse; wrong; reproach; deception; cheat.
Abusive,(a.),Wrongly used; perverted; misapplied.
